run_id,compiler_id,contract,contract_name,profile,success,runtime_size_bytes,runtime_hash,bytecode_path,compile_ms,error
solc-0.8.36-develop.2026.5.7,solc-0.8.36-develop.2026.5.7,0x83bc649fcdb2c8da146b2154a559ddedf937ef12,EtherfiLiquidityPool,default,true,37353,0x382cc8cdaef59f6bee4622a27b9e2eef79ec4777cc4633dc19431f78957809da,runs/solc-0.8.36-develop.2026.5.7/artifacts/0x83bc649fcdb2c8da146b2154a559ddedf937ef12/default/runtime.hex,871,
solc-0.8.36-develop.2026.5.7,solc-0.8.36-develop.2026.5.7,0x83bc649fcdb2c8da146b2154a559ddedf937ef12,EtherfiLiquidityPool,optimized,true,21015,0xc9fbc6542f45782346974c29647eeef2a950f5ac93d6f2d071fbb83f9008182a,runs/solc-0.8.36-develop.2026.5.7/artifacts/0x83bc649fcdb2c8da146b2154a559ddedf937ef12/optimized/runtime.hex,1662,
solc-0.8.36-develop.2026.5.7,solc-0.8.36-develop.2026.5.7,0x83bc649fcdb2c8da146b2154a559ddedf937ef12,EtherfiLiquidityPool,optimized-high-runs,true,28217,0x15919462e2db49526278ddac0c7724f54b5979d288cd65e4fecc3b10cc25bf6b,runs/solc-0.8.36-develop.2026.5.7/artifacts/0x83bc649fcdb2c8da146b2154a559ddedf937ef12/optimized-high-runs/runtime.hex,1677,
solc-0.8.36-develop.2026.5.7,solc-0.8.36-develop.2026.5.7,0x83bc649fcdb2c8da146b2154a559ddedf937ef12,EtherfiLiquidityPool,optimized-low-runs,true,20764,0x2767b113affd4787b930bc92a09d08ac7dbff36e90257c668bb2a17d2c38841a,runs/solc-0.8.36-develop.2026.5.7/artifacts/0x83bc649fcdb2c8da146b2154a559ddedf937ef12/optimized-low-runs/runtime.hex,1621,
solc-0.8.36-develop.2026.5.7,solc-0.8.36-develop.2026.5.7,0x83bc649fcdb2c8da146b2154a559ddedf937ef12,EtherfiLiquidityPool,via-ir,true,18532,0xfa70985453cb10cf849bdbc03f75e8cc9ac9ce5718276e9887eaa07877bea220,runs/solc-0.8.36-develop.2026.5.7/artifacts/0x83bc649fcdb2c8da146b2154a559ddedf937ef12/via-ir/runtime.hex,4851,
solc-0.8.36-develop.2026.5.7,solc-0.8.36-develop.2026.5.7,0x83bc649fcdb2c8da146b2154a559ddedf937ef12,EtherfiLiquidityPool,via-ir-high-runs,true,22024,0x752988dd38c338ff38c54a8e7293dcd8d80532524fb986335e73c6c6f7aee70b,runs/solc-0.8.36-develop.2026.5.7/artifacts/0x83bc649fcdb2c8da146b2154a559ddedf937ef12/via-ir-high-runs/runtime.hex,4789,
solc-0.8.36-develop.2026.5.7,solc-0.8.36-develop.2026.5.7,0x83bc649fcdb2c8da146b2154a559ddedf937ef12,EtherfiLiquidityPool,via-ir-low-runs,true,18459,0xfa8196347d0abb33dbda89bca0bc359eb9ca10f948b8bed82b30df6152e91329,runs/solc-0.8.36-develop.2026.5.7/artifacts/0x83bc649fcdb2c8da146b2154a559ddedf937ef12/via-ir-low-runs/runtime.hex,4584,
solc-0.8.36-develop.2026.5.7,solc-0.8.36-develop.2026.5.7,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,UniswapV3Pool,default,true,40123,0x1bb5316fbd38f01dd41edf8b392ce7e927a305b261631d659478170216777d7c,runs/solc-0.8.36-develop.2026.5.7/artifacts/0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640/default/runtime.hex,289,
solc-0.8.36-develop.2026.5.7,solc-0.8.36-develop.2026.5.7,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,UniswapV3Pool,optimized,true,24206,0x33c8aab4c4d580a6d9a25d8f8face2c741605d954a203fe226a40bfab31ee50e,runs/solc-0.8.36-develop.2026.5.7/artifacts/0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640/optimized/runtime.hex,528,
solc-0.8.36-develop.2026.5.7,solc-0.8.36-develop.2026.5.7,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,UniswapV3Pool,optimized-high-runs,true,33138,0xda2e555ba6732dbcce1b60ff0b5f9ba4058280f51f4d8bd8b581986f2a79cf30,runs/solc-0.8.36-develop.2026.5.7/artifacts/0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640/optimized-high-runs/runtime.hex,533,
solc-0.8.36-develop.2026.5.7,solc-0.8.36-develop.2026.5.7,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,UniswapV3Pool,optimized-low-runs,true,23929,0xb320eb77a3c4a7b29c801e99c78f74954ff4683c9c77a7efa406c1bd4627725a,runs/solc-0.8.36-develop.2026.5.7/artifacts/0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640/optimized-low-runs/runtime.hex,532,
solc-0.8.36-develop.2026.5.7,solc-0.8.36-develop.2026.5.7,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,UniswapV3Pool,via-ir,true,23978,0x037a8c5d74064c5664f9f6f13467bd26c5a9f8dfda620821c8f7c6e6e164adb9,runs/solc-0.8.36-develop.2026.5.7/artifacts/0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640/via-ir/runtime.hex,2876,
