run_id,compiler_id,contract,contract_name,profile,success,runtime_size_bytes,runtime_hash,bytecode_path,compile_ms,error
solc-0.8.36-doubleshift-20,solc-0.8.36-doubleshift-20,0x83bc649fcdb2c8da146b2154a559ddedf937ef12,EtherfiLiquidityPool,default,true,37355,0xe3acf6183f772ca05af7367b346ae48f641c0d5b061dd2d187cd4ecc70e7a085,runs/solc-0.8.36-doubleshift-20/artifacts/0x83bc649fcdb2c8da146b2154a559ddedf937ef12/default/runtime.hex,6628,
solc-0.8.36-doubleshift-20,solc-0.8.36-doubleshift-20,0x83bc649fcdb2c8da146b2154a559ddedf937ef12,EtherfiLiquidityPool,optimized,true,20878,0xafbfda9af4cfedd31d24f5f9644248701ca2effda37bf7d7fbcf5a5981af2694,runs/solc-0.8.36-doubleshift-20/artifacts/0x83bc649fcdb2c8da146b2154a559ddedf937ef12/optimized/runtime.hex,13848,
solc-0.8.36-doubleshift-20,solc-0.8.36-doubleshift-20,0x83bc649fcdb2c8da146b2154a559ddedf937ef12,EtherfiLiquidityPool,optimized-high-runs,true,28219,0x6175c9825aa3982afd4cd0435e1d587df9856080d481157fdbcb024e2ac81cf2,runs/solc-0.8.36-doubleshift-20/artifacts/0x83bc649fcdb2c8da146b2154a559ddedf937ef12/optimized-high-runs/runtime.hex,13862,
solc-0.8.36-doubleshift-20,solc-0.8.36-doubleshift-20,0x83bc649fcdb2c8da146b2154a559ddedf937ef12,EtherfiLiquidityPool,optimized-low-runs,true,20620,0x97a10f59e5e4078566e02b7b3006e4bdf6cb1a74ffbc13dbb5437044cfde5d95,runs/solc-0.8.36-doubleshift-20/artifacts/0x83bc649fcdb2c8da146b2154a559ddedf937ef12/optimized-low-runs/runtime.hex,13366,
solc-0.8.36-doubleshift-20,solc-0.8.36-doubleshift-20,0x83bc649fcdb2c8da146b2154a559ddedf937ef12,EtherfiLiquidityPool,via-ir,true,18444,0xb7d4e7589c1be4322b9448f8f8ac3d91ef8af120436f3a7d0f93768579c95a93,runs/solc-0.8.36-doubleshift-20/artifacts/0x83bc649fcdb2c8da146b2154a559ddedf937ef12/via-ir/runtime.hex,40413,
solc-0.8.36-doubleshift-20,solc-0.8.36-doubleshift-20,0x83bc649fcdb2c8da146b2154a559ddedf937ef12,EtherfiLiquidityPool,via-ir-high-runs,true,21956,0xf0589d2fdde3e46ba2a27960d72a709274adefda93e30d49dc7986b8383b0405,runs/solc-0.8.36-doubleshift-20/artifacts/0x83bc649fcdb2c8da146b2154a559ddedf937ef12/via-ir-high-runs/runtime.hex,39356,
solc-0.8.36-doubleshift-20,solc-0.8.36-doubleshift-20,0x83bc649fcdb2c8da146b2154a559ddedf937ef12,EtherfiLiquidityPool,via-ir-low-runs,true,18356,0x6bc2c500c981af189e76fd1a430fbbe25cf4b959ecbd274e14ae828a4b55e358,runs/solc-0.8.36-doubleshift-20/artifacts/0x83bc649fcdb2c8da146b2154a559ddedf937ef12/via-ir-low-runs/runtime.hex,39504,
solc-0.8.36-doubleshift-20,solc-0.8.36-doubleshift-20,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,UniswapV3Pool,default,true,40125,0xc8df103ebee9ca897a44bb4a4d6917adb85eae2ca1a84789137334e5d03bf7bd,runs/solc-0.8.36-doubleshift-20/artifacts/0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640/default/runtime.hex,1992,
solc-0.8.36-doubleshift-20,solc-0.8.36-doubleshift-20,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,UniswapV3Pool,optimized,true,23890,0x4cbd85f55fdcd3d76608ecaf4ca701d1ae3bb548555b9029d2b3d75b7313290d,runs/solc-0.8.36-doubleshift-20/artifacts/0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640/optimized/runtime.hex,4197,
solc-0.8.36-doubleshift-20,solc-0.8.36-doubleshift-20,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,UniswapV3Pool,optimized-high-runs,true,33140,0x6bdfcc0e40d6b074d9b54125332314f9c9abf56b3742fc1f760c89953209da09,runs/solc-0.8.36-doubleshift-20/artifacts/0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640/optimized-high-runs/runtime.hex,4200,
solc-0.8.36-doubleshift-20,solc-0.8.36-doubleshift-20,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,UniswapV3Pool,optimized-low-runs,true,23598,0x374bd4fc5d0e5e3a201ba173953e58701ba5912e1c90349575319c0551209e44,runs/solc-0.8.36-doubleshift-20/artifacts/0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640/optimized-low-runs/runtime.hex,4183,
solc-0.8.36-doubleshift-20,solc-0.8.36-doubleshift-20,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,UniswapV3Pool,via-ir,true,23805,0x49fdeed2df31e4fd245d3291c717f827a5aa1ef6e71d44ad98175259ea76b92d,runs/solc-0.8.36-doubleshift-20/artifacts/0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640/via-ir/runtime.hex,23063,
solc-0.8.36-doubleshift-20,solc-0.8.36-doubleshift-20,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,UniswapV3Pool,via-ir-high-runs,true,27484,0xce40337b83ce7c422cdb7b3160e5c62db07ca9cfc75e780632195f02bd7efaa5,runs/solc-0.8.36-doubleshift-20/artifacts/0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640/via-ir-high-runs/runtime.hex,22667,
solc-0.8.36-doubleshift-20,solc-0.8.36-doubleshift-20,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,UniswapV3Pool,via-ir-low-runs,true,23749,0x462332758a5ac6b44286682e14b02bd0a190073e4b79df530e203be1e08ddae1,runs/solc-0.8.36-doubleshift-20/artifacts/0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640/via-ir-low-runs/runtime.hex,22820,
