run_id,compiler_id,contract,profile,tx_id,success,gas_used,baseline_gas_used,gas_delta,gas_pct,status_match,logs_match,revert_data_match,storage_match,duration_ms,error
solc-0.8.36-doubleshift-20,solc-0.8.36-doubleshift-20,0x83bc649fcdb2c8da146b2154a559ddedf937ef12,default,etherfi-requestWithdraw,true,172675,,,,true,true,true,true,23,
solc-0.8.36-doubleshift-20,solc-0.8.36-doubleshift-20,0x83bc649fcdb2c8da146b2154a559ddedf937ef12,optimized,etherfi-requestWithdraw,true,167825,,,,true,true,true,true,19,
solc-0.8.36-doubleshift-20,solc-0.8.36-doubleshift-20,0x83bc649fcdb2c8da146b2154a559ddedf937ef12,optimized-high-runs,etherfi-requestWithdraw,true,167540,,,,true,true,true,true,20,
solc-0.8.36-doubleshift-20,solc-0.8.36-doubleshift-20,0x83bc649fcdb2c8da146b2154a559ddedf937ef12,optimized-low-runs,etherfi-requestWithdraw,true,168803,,,,true,true,true,true,19,
solc-0.8.36-doubleshift-20,solc-0.8.36-doubleshift-20,0x83bc649fcdb2c8da146b2154a559ddedf937ef12,via-ir,etherfi-requestWithdraw,true,168278,,,,true,true,true,true,18,
solc-0.8.36-doubleshift-20,solc-0.8.36-doubleshift-20,0x83bc649fcdb2c8da146b2154a559ddedf937ef12,via-ir-high-runs,etherfi-requestWithdraw,true,168023,,,,true,true,true,true,18,
solc-0.8.36-doubleshift-20,solc-0.8.36-doubleshift-20,0x83bc649fcdb2c8da146b2154a559ddedf937ef12,via-ir-low-runs,etherfi-requestWithdraw,true,168337,,,,true,true,true,true,19,
solc-0.8.36-doubleshift-20,solc-0.8.36-doubleshift-20,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,default,uniswapv3-swap,true,659638,,,,true,true,true,true,63,
solc-0.8.36-doubleshift-20,solc-0.8.36-doubleshift-20,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,optimized,uniswapv3-swap,true,646601,,,,true,true,true,true,58,
solc-0.8.36-doubleshift-20,solc-0.8.36-doubleshift-20,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,optimized-high-runs,uniswapv3-swap,true,645537,,,,true,true,true,true,58,
solc-0.8.36-doubleshift-20,solc-0.8.36-doubleshift-20,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,optimized-low-runs,uniswapv3-swap,true,646698,,,,true,true,true,true,60,
solc-0.8.36-doubleshift-20,solc-0.8.36-doubleshift-20,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,via-ir,uniswapv3-swap,true,643086,,,,true,true,true,true,57,
solc-0.8.36-doubleshift-20,solc-0.8.36-doubleshift-20,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,via-ir-high-runs,uniswapv3-swap,true,642561,,,,true,true,true,true,61,
solc-0.8.36-doubleshift-20,solc-0.8.36-doubleshift-20,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,via-ir-low-runs,uniswapv3-swap,true,643329,,,,true,true,true,true,60,
solc-0.8.36-doubleshift-20,solc-0.8.36-doubleshift-20,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,default,weth-deposit,true,45326,,,,true,true,true,true,2,
solc-0.8.36-doubleshift-20,solc-0.8.36-doubleshift-20,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,default,weth-transfer,true,35500,,,,true,true,true,true,1,
solc-0.8.36-doubleshift-20,solc-0.8.36-doubleshift-20,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,optimized,weth-deposit,true,44976,,,,true,true,true,true,1,
solc-0.8.36-doubleshift-20,solc-0.8.36-doubleshift-20,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,optimized,weth-transfer,true,34675,,,,true,true,true,true,2,
solc-0.8.36-doubleshift-20,solc-0.8.36-doubleshift-20,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,optimized-high-runs,weth-deposit,true,44932,,,,true,true,true,true,1,
solc-0.8.36-doubleshift-20,solc-0.8.36-doubleshift-20,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,optimized-high-runs,weth-transfer,true,34559,,,,true,true,true,true,1,
solc-0.8.36-doubleshift-20,solc-0.8.36-doubleshift-20,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,optimized-low-runs,weth-deposit,true,45064,,,,true,true,true,true,2,
solc-0.8.36-doubleshift-20,solc-0.8.36-doubleshift-20,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,optimized-low-runs,weth-transfer,true,34763,,,,true,true,true,true,1,
solc-0.8.36-doubleshift-20,solc-0.8.36-doubleshift-20,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,via-ir,weth-deposit,true,45009,,,,true,true,true,true,1,
solc-0.8.36-doubleshift-20,solc-0.8.36-doubleshift-20,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,via-ir,weth-transfer,true,34401,,,,true,true,true,true,2,
solc-0.8.36-doubleshift-20,solc-0.8.36-doubleshift-20,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,via-ir-high-runs,weth-deposit,true,45009,,,,true,true,true,true,1,
solc-0.8.36-doubleshift-20,solc-0.8.36-doubleshift-20,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,via-ir-high-runs,weth-transfer,true,34371,,,,true,true,true,true,1,
solc-0.8.36-doubleshift-20,solc-0.8.36-doubleshift-20,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,via-ir-low-runs,weth-deposit,true,45009,,,,true,true,true,true,2,
solc-0.8.36-doubleshift-20,solc-0.8.36-doubleshift-20,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,via-ir-low-runs,weth-transfer,true,34430,,,,true,true,true,true,1,
solc-0.8.36-doubleshift-20,solc-0.8.36-doubleshift-20,0xd86756dbb01e75a11aadacb75c8495759ed92033,default,oeth-swap,true,400443,,,,true,true,true,true,52,
solc-0.8.36-doubleshift-20,solc-0.8.36-doubleshift-20,0xd86756dbb01e75a11aadacb75c8495759ed92033,optimized,oeth-swap,true,390512,,,,true,true,true,true,48,
solc-0.8.36-doubleshift-20,solc-0.8.36-doubleshift-20,0xd86756dbb01e75a11aadacb75c8495759ed92033,optimized-high-runs,oeth-swap,true,389618,,,,true,true,true,true,48,
solc-0.8.36-doubleshift-20,solc-0.8.36-doubleshift-20,0xd86756dbb01e75a11aadacb75c8495759ed92033,optimized-low-runs,oeth-swap,true,391776,,,,true,true,true,true,49,
solc-0.8.36-doubleshift-20,solc-0.8.36-doubleshift-20,0xd86756dbb01e75a11aadacb75c8495759ed92033,via-ir,oeth-swap,true,388875,,,,true,true,true,true,50,
solc-0.8.36-doubleshift-20,solc-0.8.36-doubleshift-20,0xd86756dbb01e75a11aadacb75c8495759ed92033,via-ir-high-runs,oeth-swap,true,388614,,,,true,true,true,true,50,
solc-0.8.36-doubleshift-20,solc-0.8.36-doubleshift-20,0xd86756dbb01e75a11aadacb75c8495759ed92033,via-ir-low-runs,oeth-swap,true,388875,,,,true,true,true,true,46,
solc-0.8.36-doubleshift-20,solc-0.8.36-doubleshift-20,0xfe89fd96f270ac3c0f11921af0390dbb1340f704,default,aavev4hub-borrow,true,258279,,,,true,true,true,true,45,
solc-0.8.36-doubleshift-20,solc-0.8.36-doubleshift-20,0xfe89fd96f270ac3c0f11921af0390dbb1340f704,default,aavev4hub-repay,true,168673,,,,true,true,true,true,25,
solc-0.8.36-doubleshift-20,solc-0.8.36-doubleshift-20,0xfe89fd96f270ac3c0f11921af0390dbb1340f704,optimized,aavev4hub-borrow,true,245231,,,,true,true,true,true,42,
solc-0.8.36-doubleshift-20,solc-0.8.36-doubleshift-20,0xfe89fd96f270ac3c0f11921af0390dbb1340f704,optimized,aavev4hub-repay,true,156824,,,,true,true,true,true,22,
solc-0.8.36-doubleshift-20,solc-0.8.36-doubleshift-20,0xfe89fd96f270ac3c0f11921af0390dbb1340f704,optimized-high-runs,aavev4hub-borrow,true,244245,,,,true,true,true,true,43,
solc-0.8.36-doubleshift-20,solc-0.8.36-doubleshift-20,0xfe89fd96f270ac3c0f11921af0390dbb1340f704,optimized-high-runs,aavev4hub-repay,true,155762,,,,true,true,true,true,22,
solc-0.8.36-doubleshift-20,solc-0.8.36-doubleshift-20,0xfe89fd96f270ac3c0f11921af0390dbb1340f704,optimized-low-runs,aavev4hub-borrow,true,247868,,,,true,true,true,true,39,
solc-0.8.36-doubleshift-20,solc-0.8.36-doubleshift-20,0xfe89fd96f270ac3c0f11921af0390dbb1340f704,optimized-low-runs,aavev4hub-repay,true,157995,,,,true,true,true,true,21,
solc-0.8.36-doubleshift-20,solc-0.8.36-doubleshift-20,0xfe89fd96f270ac3c0f11921af0390dbb1340f704,via-ir,aavev4hub-borrow,true,243966,,,,true,true,true,true,40,
solc-0.8.36-doubleshift-20,solc-0.8.36-doubleshift-20,0xfe89fd96f270ac3c0f11921af0390dbb1340f704,via-ir,aavev4hub-repay,true,154546,,,,true,true,true,true,20,
solc-0.8.36-doubleshift-20,solc-0.8.36-doubleshift-20,0xfe89fd96f270ac3c0f11921af0390dbb1340f704,via-ir-high-runs,aavev4hub-borrow,true,243641,,,,true,true,true,true,40,
solc-0.8.36-doubleshift-20,solc-0.8.36-doubleshift-20,0xfe89fd96f270ac3c0f11921af0390dbb1340f704,via-ir-high-runs,aavev4hub-repay,true,153991,,,,true,true,true,true,22,
solc-0.8.36-doubleshift-20,solc-0.8.36-doubleshift-20,0xfe89fd96f270ac3c0f11921af0390dbb1340f704,via-ir-low-runs,aavev4hub-borrow,true,244337,,,,true,true,true,true,39,
solc-0.8.36-doubleshift-20,solc-0.8.36-doubleshift-20,0xfe89fd96f270ac3c0f11921af0390dbb1340f704,via-ir-low-runs,aavev4hub-repay,true,154884,,,,true,true,true,true,20,
