run_id,compiler_id,contract,contract_name,profile,success,runtime_size_bytes,runtime_hash,bytecode_path,compile_ms,error
solc-0.8.34,solc-0.8.34,0x83bc649fcdb2c8da146b2154a559ddedf937ef12,EtherfiLiquidityPool,default,true,37316,0x9dd637cbc163734cd9a4f2a1b457e092b5d956e516af48518dab59dea49f9e4e,runs/solc-0.8.34/artifacts/0x83bc649fcdb2c8da146b2154a559ddedf937ef12/default/runtime.hex,888,
solc-0.8.34,solc-0.8.34,0x83bc649fcdb2c8da146b2154a559ddedf937ef12,EtherfiLiquidityPool,optimized,true,20978,0xa979a914f51d687f7e73775eb196a13bd436ac57d5afd57198339b82e96fc9ad,runs/solc-0.8.34/artifacts/0x83bc649fcdb2c8da146b2154a559ddedf937ef12/optimized/runtime.hex,1751,
solc-0.8.34,solc-0.8.34,0x83bc649fcdb2c8da146b2154a559ddedf937ef12,EtherfiLiquidityPool,optimized-high-runs,true,28180,0x7bd29b65a943696f49f2595ed947b1de0430fa687e721431b32eafd8ec82ff15,runs/solc-0.8.34/artifacts/0x83bc649fcdb2c8da146b2154a559ddedf937ef12/optimized-high-runs/runtime.hex,1771,
solc-0.8.34,solc-0.8.34,0x83bc649fcdb2c8da146b2154a559ddedf937ef12,EtherfiLiquidityPool,optimized-low-runs,true,20727,0xb51b9ddc7c98f27a9c9de73b815a2c592057c524f558832daab390c4f886fd91,runs/solc-0.8.34/artifacts/0x83bc649fcdb2c8da146b2154a559ddedf937ef12/optimized-low-runs/runtime.hex,1718,
solc-0.8.34,solc-0.8.34,0x83bc649fcdb2c8da146b2154a559ddedf937ef12,EtherfiLiquidityPool,via-ir,true,18495,0x5d1ce05e7b707cd2cd5abb4fb6263bdb0628ed0ef21e5d94047478738b246c72,runs/solc-0.8.34/artifacts/0x83bc649fcdb2c8da146b2154a559ddedf937ef12/via-ir/runtime.hex,5517,
solc-0.8.34,solc-0.8.34,0x83bc649fcdb2c8da146b2154a559ddedf937ef12,EtherfiLiquidityPool,via-ir-high-runs,true,21987,0x4b313ac23830d37de4ac63051ffdbe6bc7540bce206aaebf02a71f67b77ab83c,runs/solc-0.8.34/artifacts/0x83bc649fcdb2c8da146b2154a559ddedf937ef12/via-ir-high-runs/runtime.hex,5454,
solc-0.8.34,solc-0.8.34,0x83bc649fcdb2c8da146b2154a559ddedf937ef12,EtherfiLiquidityPool,via-ir-low-runs,true,18422,0xc49106d4dc7534225961e361154da0263d20dc72cc93ac80386999398121d115,runs/solc-0.8.34/artifacts/0x83bc649fcdb2c8da146b2154a559ddedf937ef12/via-ir-low-runs/runtime.hex,5298,
solc-0.8.34,solc-0.8.34,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,UniswapV3Pool,default,true,40086,0xd71262d513db6647158937090ad58d7f77fa8306f469cf9bd85af2c5b6574204,runs/solc-0.8.34/artifacts/0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640/default/runtime.hex,290,
solc-0.8.34,solc-0.8.34,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,UniswapV3Pool,optimized,true,24169,0xe832b97f5ba7948c717fe85884d7479502b1972ab71f461ebdb91085c6515ee1,runs/solc-0.8.34/artifacts/0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640/optimized/runtime.hex,534,
solc-0.8.34,solc-0.8.34,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,UniswapV3Pool,optimized-high-runs,true,33101,0xda13130da5d418193110b672b1b254302d627d010ddb9a728f47f67ba6eead2b,runs/solc-0.8.34/artifacts/0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640/optimized-high-runs/runtime.hex,553,
solc-0.8.34,solc-0.8.34,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,UniswapV3Pool,optimized-low-runs,true,23892,0xe83cb632914429f41e447233ee2e4a274692ac51a8f5299a038c7a4f01aa6e91,runs/solc-0.8.34/artifacts/0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640/optimized-low-runs/runtime.hex,548,
solc-0.8.34,solc-0.8.34,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,UniswapV3Pool,via-ir,true,23941,0x1643f7e70131a5241f4d1dcd99a3c1acbcb86af3a965ab0f22219aae99fed754,runs/solc-0.8.34/artifacts/0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640/via-ir/runtime.hex,3149,
solc-0.8.34,solc-0.8.34,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,UniswapV3Pool,via-ir-high-runs,true,27627,0x66f9d026f847e1e238601331dfe989e68b1425e8e5988fc62ac845b66981aa0f,runs/solc-0.8.34/artifacts/0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640/via-ir-high-runs/runtime.hex,3105,
solc-0.8.34,solc-0.8.34,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,UniswapV3Pool,via-ir-low-runs,true,23921,0xb20bda87833da531db8a889fa3dba6b4189c91fd2b0edd2f674a0dc4e0c73b8c,runs/solc-0.8.34/artifacts/0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640/via-ir-low-runs/runtime.hex,3222,
solc-0.8.34,solc-0.8.34,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH9,default,true,3603,0x4b47ce0f55f7b8514be02ad1906ac98e003b82cf242de203864cf191c43a8f1a,runs/solc-0.8.34/artifacts/0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2/default/runtime.hex,18,
solc-0.8.34,solc-0.8.34,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH9,optimized,true,1889,0xf9f314d3b9d5ba7bad316b8c1c5a0708ae61fa5356de2d44e1239fd82ed85d1c,runs/solc-0.8.34/artifacts/0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2/optimized/runtime.hex,41,
solc-0.8.34,solc-0.8.34,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH9,optimized-high-runs,true,2173,0x310e936382b166f801c7bea86d03744ab906db1173a0e1c04bb232d1a9f8a8a4,runs/solc-0.8.34/artifacts/0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2/optimized-high-runs/runtime.hex,41,
solc-0.8.34,solc-0.8.34,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH9,optimized-low-runs,true,1874,0x2ee1650fa607a5f4e77e8050c5b42e10a99a2c1f352896af14b6e3bfd029763f,runs/solc-0.8.34/artifacts/0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2/optimized-low-runs/runtime.hex,42,
solc-0.8.34,solc-0.8.34,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH9,via-ir,true,1779,0xe687d2cd584de1952261e914a19895992308f457011d1d9c0d97bb2ca78e4e94,runs/solc-0.8.34/artifacts/0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2/via-ir/runtime.hex,93,
solc-0.8.34,solc-0.8.34,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH9,via-ir-high-runs,true,2102,0xdf692db3c8595cef6167392aef48c4cc58acdc6c97da8e3cb0be03088e34620d,runs/solc-0.8.34/artifacts/0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2/via-ir-high-runs/runtime.hex,93,
solc-0.8.34,solc-0.8.34,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH9,via-ir-low-runs,true,1771,0xb8d081cddf7fef277188610f62ea47039d96a81f3ce324147c141fed2636dbc8,runs/solc-0.8.34/artifacts/0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2/via-ir-low-runs/runtime.hex,94,
solc-0.8.34,solc-0.8.34,0xd86756dbb01e75a11aadacb75c8495759ed92033,OETH,default,true,19984,0xa524dd8a9b17a45d66cf47c23c71e9a46484bc222cac57537b9627c371f2c115,runs/solc-0.8.34/artifacts/0xd86756dbb01e75a11aadacb75c8495759ed92033/default/runtime.hex,158,
solc-0.8.34,solc-0.8.34,0xd86756dbb01e75a11aadacb75c8495759ed92033,OETH,optimized,true,9610,0x6a028a366c73d9a5bbd0e158435ccd35534f94e5a004ae019636b4badc9e6c5e,runs/solc-0.8.34/artifacts/0xd86756dbb01e75a11aadacb75c8495759ed92033/optimized/runtime.hex,296,
solc-0.8.34,solc-0.8.34,0xd86756dbb01e75a11aadacb75c8495759ed92033,OETH,optimized-high-runs,true,12862,0x42d92874f95f22b80c02620620fb7f6db379b61582bb3588c12f3d5d754acd4f,runs/solc-0.8.34/artifacts/0xd86756dbb01e75a11aadacb75c8495759ed92033/optimized-high-runs/runtime.hex,302,
solc-0.8.34,solc-0.8.34,0xd86756dbb01e75a11aadacb75c8495759ed92033,OETH,optimized-low-runs,true,9346,0x203620fa869795138c23506ffcf0d9215427e74c7da87f91a3c5038567779d7b,runs/solc-0.8.34/artifacts/0xd86756dbb01e75a11aadacb75c8495759ed92033/optimized-low-runs/runtime.hex,298,
solc-0.8.34,solc-0.8.34,0xd86756dbb01e75a11aadacb75c8495759ed92033,OETH,via-ir,true,8548,0x719440ad6ed2b49ad1d14f1f0d4abc1905f596aa9e95dd5b408f9c3ce26ccf8f,runs/solc-0.8.34/artifacts/0xd86756dbb01e75a11aadacb75c8495759ed92033/via-ir/runtime.hex,1005,
solc-0.8.34,solc-0.8.34,0xd86756dbb01e75a11aadacb75c8495759ed92033,OETH,via-ir-high-runs,true,9433,0xe5f3520b988e9e8a9089b111a682a74f2efe99734d53fce3331c1f64861938a4,runs/solc-0.8.34/artifacts/0xd86756dbb01e75a11aadacb75c8495759ed92033/via-ir-high-runs/runtime.hex,1012,
solc-0.8.34,solc-0.8.34,0xd86756dbb01e75a11aadacb75c8495759ed92033,OETH,via-ir-low-runs,true,8438,0xbbd0fa5c74098b151056aa2a7e8b2f02d5a0082843a7dcbe96c8f8aea7f0ee84,runs/solc-0.8.34/artifacts/0xd86756dbb01e75a11aadacb75c8495759ed92033/via-ir-low-runs/runtime.hex,1051,
solc-0.8.34,solc-0.8.34,0xfe89fd96f270ac3c0f11921af0390dbb1340f704,AaveV4HubInstance,default,true,41050,0xebe1d592d17c50423dac26f5eb1d6340818c7119b70f1686c9b532df1b616a3f,runs/solc-0.8.34/artifacts/0xfe89fd96f270ac3c0f11921af0390dbb1340f704/default/runtime.hex,499,
solc-0.8.34,solc-0.8.34,0xfe89fd96f270ac3c0f11921af0390dbb1340f704,AaveV4HubInstance,optimized,true,22742,0x80e70944b78dd4f2958b59fc33241655d2d2a6eacaed95fae32c4107b3909161,runs/solc-0.8.34/artifacts/0xfe89fd96f270ac3c0f11921af0390dbb1340f704/optimized/runtime.hex,673,
solc-0.8.34,solc-0.8.34,0xfe89fd96f270ac3c0f11921af0390dbb1340f704,AaveV4HubInstance,optimized-high-runs,true,31183,0x1b801921551ef907113b96e53cae3c526f3c4950792340c9fa6dd6fc1e4a5e75,runs/solc-0.8.34/artifacts/0xfe89fd96f270ac3c0f11921af0390dbb1340f704/optimized-high-runs/runtime.hex,684,
solc-0.8.34,solc-0.8.34,0xfe89fd96f270ac3c0f11921af0390dbb1340f704,AaveV4HubInstance,optimized-low-runs,true,22228,0x73ff58e8821bc2f1527b07d54f7924a1284c26876b86f1b708ad522b751f8360,runs/solc-0.8.34/artifacts/0xfe89fd96f270ac3c0f11921af0390dbb1340f704/optimized-low-runs/runtime.hex,670,
solc-0.8.34,solc-0.8.34,0xfe89fd96f270ac3c0f11921af0390dbb1340f704,AaveV4HubInstance,via-ir,true,18757,0x029c60b23a99a858ab58bd2f6b7888618b926bb7cfe944baf6281bb45c5f44eb,runs/solc-0.8.34/artifacts/0xfe89fd96f270ac3c0f11921af0390dbb1340f704/via-ir/runtime.hex,1794,
solc-0.8.34,solc-0.8.34,0xfe89fd96f270ac3c0f11921af0390dbb1340f704,AaveV4HubInstance,via-ir-high-runs,true,23482,0x18ce8eeeca20f1ee2c40e18b76b3d566027c60beed4f6866fc2688852a52fd11,runs/solc-0.8.34/artifacts/0xfe89fd96f270ac3c0f11921af0390dbb1340f704/via-ir-high-runs/runtime.hex,1759,
solc-0.8.34,solc-0.8.34,0xfe89fd96f270ac3c0f11921af0390dbb1340f704,AaveV4HubInstance,via-ir-low-runs,true,18836,0x0f49167caacce24902e512371e472ce4e79205204c7842a8e6adad47d2ebe030,runs/solc-0.8.34/artifacts/0xfe89fd96f270ac3c0f11921af0390dbb1340f704/via-ir-low-runs/runtime.hex,1777,
