run_id,compiler_id,contract,contract_name,profile,success,runtime_size_bytes,runtime_hash,bytecode_path,compile_ms,error
solc-0.8.36-memorymasking-03,solc-0.8.36-memorymasking-03,0x83bc649fcdb2c8da146b2154a559ddedf937ef12,EtherfiLiquidityPool,default,true,37358,0x2762e24461563985404fe7dcc717785062bee59607faae135a05ba8a3d70289b,runs/solc-0.8.36-memorymasking-03/artifacts/0x83bc649fcdb2c8da146b2154a559ddedf937ef12/default/runtime.hex,851,
solc-0.8.36-memorymasking-03,solc-0.8.36-memorymasking-03,0x83bc649fcdb2c8da146b2154a559ddedf937ef12,EtherfiLiquidityPool,optimized,true,20000,0xfc85b9916877ede622041e7c1c8d77fc9c23a06d7c71984df81230e285c891ed,runs/solc-0.8.36-memorymasking-03/artifacts/0x83bc649fcdb2c8da146b2154a559ddedf937ef12/optimized/runtime.hex,1682,
solc-0.8.36-memorymasking-03,solc-0.8.36-memorymasking-03,0x83bc649fcdb2c8da146b2154a559ddedf937ef12,EtherfiLiquidityPool,optimized-high-runs,true,28253,0x7397662d1a60050dfe1853c2e6f12ec3d4b951c4c47ede5baacb17dc1ae0eac5,runs/solc-0.8.36-memorymasking-03/artifacts/0x83bc649fcdb2c8da146b2154a559ddedf937ef12/optimized-high-runs/runtime.hex,1684,
solc-0.8.36-memorymasking-03,solc-0.8.36-memorymasking-03,0x83bc649fcdb2c8da146b2154a559ddedf937ef12,EtherfiLiquidityPool,optimized-low-runs,true,19754,0x0079d8396b4a41f4a91266984bcb5abd8c6bb6f8fc576eafcabd64e489aa6327,runs/solc-0.8.36-memorymasking-03/artifacts/0x83bc649fcdb2c8da146b2154a559ddedf937ef12/optimized-low-runs/runtime.hex,1638,
solc-0.8.36-memorymasking-03,solc-0.8.36-memorymasking-03,0x83bc649fcdb2c8da146b2154a559ddedf937ef12,EtherfiLiquidityPool,via-ir,true,17677,0xbc24f357c223e3f38aebfa7269c703ddbd52b82016aa1d278e3404a032a05036,runs/solc-0.8.36-memorymasking-03/artifacts/0x83bc649fcdb2c8da146b2154a559ddedf937ef12/via-ir/runtime.hex,5065,
solc-0.8.36-memorymasking-03,solc-0.8.36-memorymasking-03,0x83bc649fcdb2c8da146b2154a559ddedf937ef12,EtherfiLiquidityPool,via-ir-high-runs,true,22060,0x5412f370fb31aed29d71c6a1a8d79afdc0a44ef2689b2ae5cf4dff4df33adffc,runs/solc-0.8.36-memorymasking-03/artifacts/0x83bc649fcdb2c8da146b2154a559ddedf937ef12/via-ir-high-runs/runtime.hex,4804,
solc-0.8.36-memorymasking-03,solc-0.8.36-memorymasking-03,0x83bc649fcdb2c8da146b2154a559ddedf937ef12,EtherfiLiquidityPool,via-ir-low-runs,true,17644,0x318e96db93a2b925ce56f3bfd1f054e0d7bc423ee4a1575ae1b02c81918a9730,runs/solc-0.8.36-memorymasking-03/artifacts/0x83bc649fcdb2c8da146b2154a559ddedf937ef12/via-ir-low-runs/runtime.hex,4773,
solc-0.8.36-memorymasking-03,solc-0.8.36-memorymasking-03,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,UniswapV3Pool,default,true,40128,0x8b5a8f619191d13cbfbb0ee8f0ffd14f152c90852279b2c73b3de39153376d54,runs/solc-0.8.36-memorymasking-03/artifacts/0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640/default/runtime.hex,284,
solc-0.8.36-memorymasking-03,solc-0.8.36-memorymasking-03,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,UniswapV3Pool,optimized,true,23046,0x8bb4e939b0781125b85cfd6d12e984a0b651d21cfe406efa7d47263572918c59,runs/solc-0.8.36-memorymasking-03/artifacts/0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640/optimized/runtime.hex,512,
solc-0.8.36-memorymasking-03,solc-0.8.36-memorymasking-03,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,UniswapV3Pool,optimized-high-runs,true,33174,0x9aadf9cd56b26b3e9653ff638df22046f31f01ae7d8370a17eb5512ed2722205,runs/solc-0.8.36-memorymasking-03/artifacts/0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640/optimized-high-runs/runtime.hex,542,
