run_id,compiler_id,contract,profile,tx_id,success,gas_used,baseline_gas_used,gas_delta,gas_pct,status_match,logs_match,revert_data_match,storage_match,duration_ms,error
solc-0.8.36-memorymasking-03,solc-0.8.36-memorymasking-03,0x83bc649fcdb2c8da146b2154a559ddedf937ef12,default,etherfi-requestWithdraw,true,172703,,,,true,true,true,true,23,
solc-0.8.36-memorymasking-03,solc-0.8.36-memorymasking-03,0x83bc649fcdb2c8da146b2154a559ddedf937ef12,optimized,etherfi-requestWithdraw,true,167729,,,,true,true,true,true,19,
solc-0.8.36-memorymasking-03,solc-0.8.36-memorymasking-03,0x83bc649fcdb2c8da146b2154a559ddedf937ef12,optimized-high-runs,etherfi-requestWithdraw,true,167564,,,,true,true,true,true,19,
solc-0.8.36-memorymasking-03,solc-0.8.36-memorymasking-03,0x83bc649fcdb2c8da146b2154a559ddedf937ef12,optimized-low-runs,etherfi-requestWithdraw,true,168700,,,,true,true,true,true,19,
solc-0.8.36-memorymasking-03,solc-0.8.36-memorymasking-03,0x83bc649fcdb2c8da146b2154a559ddedf937ef12,via-ir,etherfi-requestWithdraw,true,168132,,,,true,true,true,true,17,
solc-0.8.36-memorymasking-03,solc-0.8.36-memorymasking-03,0x83bc649fcdb2c8da146b2154a559ddedf937ef12,via-ir-high-runs,etherfi-requestWithdraw,true,168053,,,,true,true,true,true,18,
solc-0.8.36-memorymasking-03,solc-0.8.36-memorymasking-03,0x83bc649fcdb2c8da146b2154a559ddedf937ef12,via-ir-low-runs,etherfi-requestWithdraw,true,168200,,,,true,true,true,true,18,
solc-0.8.36-memorymasking-03,solc-0.8.36-memorymasking-03,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,default,uniswapv3-swap,true,659653,,,,true,true,true,true,63,
solc-0.8.36-memorymasking-03,solc-0.8.36-memorymasking-03,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,optimized,uniswapv3-swap,true,646159,,,,true,true,true,true,56,
solc-0.8.36-memorymasking-03,solc-0.8.36-memorymasking-03,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,optimized-high-runs,uniswapv3-swap,true,645550,,,,true,true,true,true,60,
